#名称,分类号,装备外观,物品外观,特殊能量,最低防御,最大防御,最低魔御,最大魔御,最低攻击,最大攻击,最低魔法,最大魔法,最低道术,最大道术,魔法命中,中毒命中,重量,最大持久,价格,需求类型,需求等级,,,,,,
#衣服,,,,,,,,,,,,,,,,,,,,,,,,,,,
飞雪连天卷轴,3,202,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#changeweather.weather&10&恭喜发财,
恭喜发财卷轴,3,202,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#changeweather.weather&8&绿叶仙踪,
绿叶仙踪卷轴,3,202,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#changeweather.weather&1&细雨缠绵,
细雨缠绵卷轴,3,202,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#changeweather.weather&2&烟雨朦胧,
烟雨朦胧卷轴,3,202,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#changeweather.weather&11&福满天下,
福满天下卷轴,3,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,,
雪玫瑰,5,49,501,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,78,,
白玫瑰,5,49,501,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,#magicfont.magic&15,,,,,
魔法字体(楷),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.magic&10,,,,,
魔法字体(幼圆),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.magic&5,,,,,
魔法字体(黑),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.magic&7,,,,,
魔法字体(宋斜),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.magic&11,,,,,
魔法字体(隶书),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.magic&8,,,,,
魔法字体(宋粗),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.fontcolor&250,,,,,
魔法字体(绿色),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.fontcolor&252,,,,,
魔法字体(蓝色),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.fontcolor&249,,,,,
魔法字体(红色),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.fontcolor&245,,,,,
魔法字体(粉红),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.fontcolor&243,,,,,
魔法字体(橙色),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,#magicfont.fontcolor&241,,,,,
魔法字体(紫色),49,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,50000,0,0,,,,,,
超级技能项链,20,120,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,20000,0,16,0,1,0,78,#双倍经验卡.darkdouble,
双倍晚间卡,49,20,827,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,10,0,0,0,1,0,78,#双倍经验卡.weekdarkdouble,
双倍晚间包周卡,49,20,827,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7*1,10,0,0,0,1,0,78,#双倍经验卡.daydouble,
双倍白天卡,49,20,826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,10,0,0,0,1,0,78,#双倍经验卡.weekdaydouble,
双倍白天包周卡,49,20,826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7*1,10,0,0,0,1,0,78,#双倍经验卡.double,
双倍包天卡,49,20,829,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,10,0,0,0,1,0,78,#双倍经验卡.weekdouble,
双倍包周卡,49,20,828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7*1,10,0,0,,,,,,
#披风,,,,,,,,,,,,,,,,,,,,,,0,0,0,78,#transform.transformto&铁血魔王,
铁血魔王披风,49,18,818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&通天教主,
通天教主披风,49,18,818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&阿修罗神,
阿修罗神披风,49,18,818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&卫士,
大刀卫士披风,49,18,818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&枣红马0,
枣红马披风,49,18,810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&炎魔,
炎魔披风,49,18,817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&魔斗士,
魔斗士披风,49,18,817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&白蛇妖,
白蛇妖披风,49,18,817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&烈焰使,
烈焰使披风,49,18,817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&尸霸,
尸霸披风,49,18,817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&黑袍修罗,
黑袍修罗披风,49,18,817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&猪,
小猪披风,49,18,810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&兔,
小兔披风,49,18,810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&麒麟0,
麒麟披风,49,18,810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.transformto&巨猿,
巨猿披风,49,18,810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30*1,0,0,0,0,0,0,78,#transform.testtransformto&铁血魔王,
铁血魔王体验,3,201,818,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&通天教主,
通天教主体验,3,201,818,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&阿修罗神,
阿修罗神体验,3,201,818,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&卫士,
大刀卫士体验,3,201,818,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&枣红马0,
枣红马体验,3,201,810,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&炎魔,
炎魔体验,3,201,817,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&魔斗士,
魔斗士体验,3,201,817,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&白蛇妖,
白蛇妖体验,3,201,817,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&烈焰使,
烈焰使体验,3,201,817,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&尸霸,
尸霸体验,3,201,817,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&黑袍修罗,
黑袍修罗体验,3,201,817,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&猪,
小猪体验,3,201,810,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&兔,
小兔体验,3,201,810,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&麒麟0,
麒麟体验,3,201,810,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,0,78,#transform.testtransformto&巨猿,
巨猿体验,3,201,810,0,0,44,19,142,0,0,0,0,0,0,0,0,1,1*1,0,0,0,,,,,,
#附身,,,,,,,,,,,,,,,,,,,,,,0,1,0,78,,
秒杀,255,1,754,30,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,78,,
重击,255,2,754,40,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,78,,
神御,255,3,754,60,55,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,78,,
神佑,255,4,754,60,51,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,
#分身,,,,,,,,,,,,,,,,,,,,,,0,10000,0,78,,
天魂灵石,71,1,847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,10000,0,78,,
地魂灵石,71,2,848,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,1,0,78,,
命魂灵石,71,3,849,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,1,0,78,,
天冲灵石,71,4,850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,1,0,78,,
力魄灵石,71,6,852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0,10000,0,78,,
灵慧灵石,71,5,851,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,10000,0,78,,
中枢灵石,71,9,858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,10000,0,78,,
昆仑玄铁,71,7,857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,10000,0,78,,
山海精华,71,10,853,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,1,0,78,,
草木之灵,71,8,854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,1,0,78,,
爱情树种,37,3,786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,78,,
龙凤喜糖,0,0,504,0,90,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,1,0,78,,
寿桃,0,0,292,0,50,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,78,,
爱情之水,37,3,780,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,78,,
龙凤红包,0,0,507,0,90,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,1,0,78,,
龙凤喜帖,0,0,506,0,90,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,,,,,,
道尊神符,34,5,833,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10000*1,0,0,0,,,,,,
道尊灵毒(绿),25,1,834,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3000*1,0,0,1,,,,,,
道尊灵毒(红),25,2,835,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3000*1,0,0,1,0,0,0,78,#乾坤药袋.main,
乾坤药袋,37,202,840,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50*1,0,0,0,,,,,,
灵符(包),31,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,#stall.styles&2,,,,,
生意兴隆,49,13,502,0,66,186,185,67,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#stall.styles&1,,,,,
门庭若市,49,13,502,0,62,187,185,67,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#stall.bannercolor&0xFF00FF00,,,,,
摊位旗帜(绿),49,13,502,0,76,188,185,67,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#stall.bannercolor&0xFFFF0000,,,,,
摊位旗帜(红),49,13,502,0,234,187,185,67,0,0,0,0,0,0,0,0,1,30*1,0,0,0,#stall.bannercolor&0xFFFFFF00,,,,,
摊位旗帜(黄),49,13,502,0,50,188,185,67,0,0,0,0,0,0,0,0,1,30*1,0,0,0,,,,,,
#特殊道具,,,,,,,,,,,,,,,,,,,,,,0,0,0,78,#真视水晶.main,
真视水晶,37,200,882,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10*1,0,0,0,0,0,0,78,#还魂石.main,
还魂石,37,201,841,0,100,0,160,0,0,0,0,0,0,0,0,0,1,10*1,0,0,0,0,0,0,78,#江湖告急令.main,
江湖告急令,37,201,778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10*1,0,0,0,0,0,0,78,,
治疗神水,0,201,856,0,200,0,200,0,0,0,0,0,0,0,0,0,1,15*1,0,0,0,0,0,10000,0,78,#传音号角.main
传音号角,37,201,836,0,218,1,222,0,49,0,0,0,0,0,0,0,1,10*1,0,0,0,0,0,10000,0,78,#极品玄铁.main
极品神铁,3,5,792,0,282,1,222,0,49,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,10000,0,78,#穿云箭.main
穿云箭,37,5,889,0,218,1,222,0,49,0,0,0,0,0,0,0,1,5*1,0,0,0,#超级神佑.ms,,,,,
秒杀附身,3,201,778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#超级神佑.zj,,,,,
重击附身,3,201,778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#超级神佑.syo,,,,,
神佑附身,3,201,778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,#超级神佑.syu,,,,,
神御附身,3,201,778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,78,#双倍经验卡.double,,,,
经验金珠,3,201,829,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,0,0,0,0,0,10000,0,78,#元宝卷轴.元宝&1
1元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&2
2元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#宝卷轴.元宝&3
3元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&5
5元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&10
10元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&20
20元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&30
30元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&40
40元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&50
50元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&60
60元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&70
70元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&80
80元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&90
90元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&100
100元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&200
200元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&300
300元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&400
400元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&500
500元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&600
600元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&700
700元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&800
800元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&900
900元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,0,0,10000,0,78,#元宝卷轴.元宝&1000
1000元宝,3,5,791,0,218,1,222,0,49,0,0,0,0,0,0,0,1,1*1,1,12,0,,,,,,
#新增,,,,,,,,,,,,,,,,,,,,,,,,,,,
战神勋章,30,0,1250,0,1,4,1,4,1,6,0,0,0,0,0,0,1,50000,50000,0,48,,,,,,
战神头盔,15,0,860,0,4,6,2,4,0,2,0,0,0,0,0,0,2,7000,45000,0,48,,,,,,
战神项链,19,0,861,0,0,0,0,2,4,7,0,0,0,0,0,0,2,7000,45000,0,48,,,,,,
战神手镯,24,0,862,0,0,2,0,0,3,4,0,0,0,0,0,0,2,7000,45000,0,48,,,,,,
战神戒指,22,0,863,0,0,0,1,2,1,8,0,0,0,0,0,0,2,7000,45000,0,48,,,,,,
战神靴子,81,0,864,0,0,0,1,3,1,3,0,0,0,0,0,0,3,10000,45000,0,48,,,,,,
战神腰带,58,0,865,0,0,0,0,2,1,2,0,0,0,0,0,0,1,10000,45000,0,48,,,,,,
魔神勋章,30,0,1242,0,1,4,1,4,0,0,1,6,0,0,0,0,1,50000,50000,0,48,,,,,,
魔神头盔,15,0,866,0,4,5,1,2,0,0,0,2,0,0,0,0,2,7000,45000,0,48,,,,,,
魔神项链,19,0,867,0,0,0,0,2,0,0,2,9,0,0,0,0,1,7000,45000,0,48,,,,,,
魔神手镯,26,0,868,0,1,2,0,0,0,0,1,5,0,0,0,0,1,7000,45000,0,48,,,,,,
魔神戒指,22,0,869,0,0,0,1,2,0,0,2,7,0,0,0,0,1,7000,45000,0,48,,,,,,
魔神靴子,81,0,870,0,1,3,0,0,0,0,1,3,0,0,0,0,1,10000,45000,0,48,,,,,,
魔神腰带,58,0,871,0,1,3,0,0,0,0,1,2,0,0,0,0,1,10000,45000,0,48,,,,,,
道神勋章,30,0,1237,0,1,4,1,4,0,0,0,0,1,6,0,0,1,50000,50000,0,48,,,,,,
道神头盔,15,0,872,0,4,6,1,2,0,0,0,0,1,1,0,0,2,7000,45000,0,48,,,,,,
道神项链,19,0,873,0,0,0,0,2,0,0,0,0,3,8,0,0,1,7000,45000,0,48,,,,,,
道神手镯,26,0,874,0,2,3,0,0,0,0,0,0,2,5,0,0,1,7000,45000,0,48,,,,,,
道神戒指,22,0,875,0,0,0,1,2,0,0,0,0,3,8,0,0,1,7000,45000,0,48,,,,,,
道神靴子,81,0,876,0,1,3,0,0,0,0,0,0,0,3,0,0,1,10000,45000,0,48,,,,,,
道神腰带,58,0,877,0,1,2,0,0,0,0,0,0,1,2,0,0,1,10000,45000,0,48,,,,,,
无赦,5,61,1155,0,0,2,0,0,12,31,0,0,0,0,0,0,80,33000,50000,0,50,,,,,,
夺魄,5,62,1156,0,0,0,0,0,6,15,6,8,0,0,0,0,30,15000,50000,0,50,,,,,,
聚灵,5,63,1157,0,4,0,0,0,15,22,0,0,4,11,0,0,45,25000,50000,0,50,,,,,,
血煞勋章,30,0,1247,0,1,5,1,5,2,7,0,0,0,0,0,0,1,50000,50000,0,50,,,,,,
血煞头盔,15,0,996,0,4,7,2,5,1,2,0,0,0,0,0,0,2,8000,50000,0,50,,,,,,
血煞项链,19,0,997,0,0,0,0,2,5,8,0,0,0,0,0,0,2,8000,50000,0,50,,,,,,
血煞手镯,24,0,998,0,0,3,0,0,3,5,0,0,0,0,0,0,2,8000,50000,0,50,,,,,,
血煞戒指,22,0,999,0,0,0,1,3,1,9,0,0,0,0,0,0,2,8000,50000,0,50,,,,,,
血煞靴子,81,0,1001,0,0,0,1,3,2,4,0,0,0,0,0,0,3,10000,50000,0,48,,,,,,
血煞腰带,58,0,1000,0,0,0,1,3,1,3,0,0,0,0,0,0,1,10000,50000,0,48,,,,,,
魔雷勋章,30,0,1241,0,2,5,1,5,0,0,2,7,0,0,0,0,1,50000,50000,0,50,,,,,,
魔雷头盔,15,0,1002,0,5,6,1,3,0,0,1,2,0,0,0,0,2,8000,50000,0,50,,,,,,
魔雷项链,19,0,1003,0,0,0,0,2,0,0,2,10,0,0,0,0,1,8000,50000,0,50,,,,,,
魔雷手镯,26,0,1004,0,2,3,0,0,0,0,1,6,0,0,0,0,1,8000,50000,0,50,,,,,,
魔雷戒指,22,0,1005,0,0,0,2,3,0,0,2,8,0,0,0,0,1,8000,50000,0,50,,,,,,
魔雷靴子,81,0,1007,0,2,4,0,0,0,0,2,4,0,0,0,0,1,10000,50000,0,48,,,,,,
魔雷腰带,58,0,1006,0,2,3,0,0,0,0,1,3,0,0,0,0,1,10000,50000,0,48,,,,,,
幽泉勋章,30,0,1248,0,1,5,1,5,0,0,0,0,2,7,0,0,1,50000,50000,0,50,,,,,,
幽泉头盔,15,0,1008,0,5,7,1,3,0,0,0,0,1,2,0,0,2,8000,50000,0,50,,,,,,
幽泉项链,19,0,1009,0,0,0,0,2,0,0,0,0,4,9,0,0,1,8000,50000,0,50,,,,,,
幽泉手镯,26,0,1010,0,3,4,0,0,0,0,0,0,2,6,0,0,1,8000,50000,0,50,,,,,,
幽泉戒指,22,0,1011,0,0,2,2,3,0,0,0,0,3,9,0,0,1,8000,50000,0,50,,,,,,
幽泉靴子,81,0,1013,0,0,2,1,2,0,0,0,0,1,3,0,0,1,10000,50000,0,48,,,,,,
幽泉腰带,58,0,1012,0,1,3,0,1,0,0,0,0,1,3,0,0,1,10000,50000,0,48,,,,,,
战神战甲,10,65,10855,0,8,16,7,11,4,5,0,0,0,0,0,0,40,45000,50000,0,50,,,,,,
战神战袍,11,65,10856,0,8,16,7,11,4,5,0,0,0,0,0,0,40,45000,50000,0,50,,,,,,
魔神披风,10,66,10820,0,7,16,6,12,0,0,5,8,0,0,0,0,35,35000,50000,0,50,,,,,,
魔神羽衣,11,66,10821,0,7,16,6,12,0,0,5,8,0,0,0,0,35,35000,50000,0,50,,,,,,
道神道袍,10,67,10823,0,7,16,6,12,0,0,0,0,6,8,0,0,40,40000,50000,0,50,,,,,,
道神道衣,11,67,10824,0,7,16,6,12,0,0,0,0,6,8,0,0,40,40000,50000,0,50,,,,,,
蟠龙金甲 ,10,19,986,0,7,15,6,10,3,4,4,7,5,7,0,0,35,40000,50000,0,50,,,,,,
蟠龙金袍,11,19,987,0,7,15,6,10,3,4,4,7,5,7,0,0,35,40000,50000,0,50,,,,,,
#任务物品,,,,,,,,,,,,,,,,,,,,,,,,,,,
磨损的刀子,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
锋利的刀子,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
新鲜鹿肉,46,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,,,,,,
新鲜猪肉,40,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,,,,,,
解毒药,46,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
蟾酥,42,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
修复油,3,9,182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1*1,10,0,0,,,,,,
书橱木材,46,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
结婚戒指,46,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
酒,46,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
给姐姐的信,46,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
餐饭,46,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
传世史记,46,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
